Date,Open,High,Low,Close,Volume
2021-06-03,4191.43,4204.39,4167.93,4192.85,2190985959
2021-06-02,4206.82,4217.37,4198.27,4208.12,2028836814
2021-06-01,4216.52,4234.12,4197.59,4202.04,2096973335
2021-05-28,4210.77,4218.36,4203.57,4204.11,1958464949
2021-05-27,4201.94,4213.38,4197.78,4200.88,3407781249
2021-05-26,4191.59,4202.61,4184.11,4195.99,2087338274
2021-05-25,4205.94,4213.42,4182.52,4188.13,2117333013
2021-05-24,4170.16,4209.52,4170.16,4197.05,1848676717
2021-05-21,4168.61,4188.72,4151.72,4155.86,2196798084
2021-05-20,4121.97,4172.8,4121.97,4159.12,2159532191
2021-05-19,4098.45,4116.93,4061.41,4115.68,2414067271
2021-05-18,4165.94,4169.15,4125.99,4127.83,2324677838
2021-05-17,4169.92,4171.92,4142.69,4163.29,2278897644
2021-05-14,4129.58,4183.13,4129.58,4173.85,1904970402
2021-05-13,4074.99,4131.58,4074.99,4112.5,2163353723
2021-05-12,4130.55,4134.73,4056.88,4063.04,2406683784
2021-05-11,4150.34,4162.04,4111.53,4152.1,2432749321
2021-05-10,4228.29,4236.39,4188.13,4188.43,2320014566
2021-05-07,4210.34,4238.04,4201.64,4232.6,2048519190
2021-05-06,4169.14,4202.7,4147.33,4201.62,2239080813
2021-05-05,4177.06,4187.72,4160.94,4167.59,1769152889
2021-05-04,4179.04,4179.04,4128.59,4164.66,2552420121
2021-05-03,4191.98,4209.39,4188.03,4192.66,2182103434
2021-04-30,4198.1,4198.1,4174.85,4181.17,2428162998
2021-04-29,4206.14,4218.78,4176.81,4211.47,2502878449
2021-04-28,4185.14,4201.53,4181.78,4183.18,2145349329
2021-04-27,4188.25,4193.35,4176.22,4186.72,2034702320
2021-04-26,4185.03,4194.19,4182.36,4187.62,1937952599
2021-04-23,4138.78,4194.17,4138.78,4180.17,2008642236
2021-04-22,4170.46,4179.57,4123.69,4134.98,2392241341
2021-04-21,4128.42,4175.02,4126.35,4173.42,2126513143
2021-04-20,4159.18,4159.18,4118.38,4134.94,2292083378
2021-04-19,4179.8,4180.81,4150.47,4163.26,1999877307
2021-04-16,4174.14,4191.31,4170.75,4185.47,2205786949
2021-04-15,4139.76,4173.49,4139.76,4170.42,2130933628
2021-04-14,4141.58,4151.69,4120.87,4124.66,2092018943
2021-04-13,4130.1,4148.0,4124.43,4141.59,2060718961
2021-04-12,4124.71,4131.76,4114.82,4127.99,1923094540
2021-04-09,4096.11,4129.48,4095.51,4128.8,1880708120
2021-04-08,4089.95,4098.19,4082.54,4097.17,2011933177
2021-04-07,4074.29,4083.13,4068.31,4079.95,1963233249
2021-04-06,4075.57,4086.23,4068.14,4073.94,2147071522
2021-04-05,4034.44,4083.42,4034.44,4077.91,2241318486
2021-04-01,3992.78,4020.63,3992.78,4019.87,2178187603
2021-03-31,3967.25,3994.41,3966.98,3972.89,2420427567
2021-03-30,3963.34,3968.01,3944.35,3958.55,2134267391
2021-03-29,3969.31,3981.83,3943.25,3971.09,2418405500
2021-03-26,3917.12,3978.19,3917.12,3974.54,2655374920
2021-03-25,3879.34,3919.54,3853.5,3909.52,2385059895
2021-03-24,3919.93,3942.08,3889.07,3889.14,2414378604
2021-03-23,3937.6,3949.13,3901.57,3910.52,2494379928
2021-03-22,3916.48,3955.31,3914.16,3940.59,2362949344
2021-03-19,3913.14,3930.12,3886.75,3913.1,4647053019
2021-03-18,3953.5,3969.62,3910.86,3915.46,2686354391
2021-03-17,3949.57,3983.87,3935.74,3974.12,2458783556
2021-03-16,3973.59,3981.04,3953.44,3962.71,2372381008
2021-03-15,3942.96,3970.08,3923.54,3968.94,2393441121
2021-03-12,3924.52,3944.99,3915.21,3943.34,2277434098
2021-03-11,3915.54,3960.27,3915.54,3939.34,2570250267
2021-03-10,3891.99,3917.35,3885.73,3898.81,2661081667
2021-03-09,3851.93,3903.76,3851.93,3875.44,2786916293
2021-03-08,3844.39,3881.06,3819.25,3821.35,2998653462
2021-03-05,3793.58,3851.69,3730.19,3841.94,3320705802
2021-03-04,3818.53,3843.67,3723.34,3768.47,3471696122
2021-03-03,3863.99,3874.47,3818.86,3819.72,2718938203
2021-03-02,3903.64,3906.41,3868.57,3870.29,2296374171
2021-03-01,3842.51,3914.5,3842.51,3901.82,2406893663
2021-02-26,3839.66,3861.08,3789.54,3811.15,3129018166
2021-02-25,3915.8,3925.02,3814.04,3829.34,2924371959
2021-02-24,3873.71,3928.65,3859.6,3925.43,2788164696
2021-02-23,3857.07,3895.98,3805.59,3881.37,2947617135
2021-02-22,3885.55,3902.92,3874.71,3876.5,2752794505
2021-02-19,3921.16,3930.41,3903.07,3906.71,2315685076
2021-02-18,3915.86,3921.98,3885.03,3913.97,2025989354
2021-02-17,3918.5,3933.61,3900.43,3931.33,2161952392
2021-02-16,3939.61,3950.43,3923.85,3932.59,2305147298
2021-02-12,3911.65,3937.23,3905.78,3934.83,1829607166
2021-02-11,3916.4,3925.99,3890.39,3916.38,2126812632
2021-02-10,3920.78,3931.5,3884.94,3909.88,2291313102
2021-02-09,3910.49,3918.35,3902.64,3911.23,2067393950
2021-02-08,3892.59,3915.77,3892.59,3915.59,2161333144
2021-02-05,3878.3,3894.56,3874.93,3886.83,2152289897
2021-02-04,3836.66,3872.42,3836.66,3871.74,2367356951
2021-02-03,3840.27,3847.51,3816.68,3830.17,2273801634
2021-02-02,3791.84,3843.09,3791.84,3826.31,2415604684
2021-02-01,3731.17,3784.32,3725.62,3773.86,2457573861
