Date,Open,High,Low,Close,Volume,WILLR,RSI14,CCI12,macd,macdsignal,macdhist,MFI,ADX14,MOM1,ROCR12,ATR,OBV,TRIX,CCI20,ADX20,MOM3,ROCR3,RSI6,upperband,middleband,lowerband,EMA6,EMA12,TSF10,TSF20,SMA3,SMA
2005-01-26,41.25,41.8,40.26,41.34,7730320.0,-77.21518987341761,38.72451106402197,-76.45502645502665,,,,58.467193847947975,,0.4000000000000057,0.976843100189036,1.6276457725947515,-10133973.0,,,,0.18000000000000682,1.0043731778425657,38.387220313053604,42.53224689006329,41.236000000000004,39.93975310993672,41.58835887387109,41.58835887387109,40.65133333333331,,40.88666666666667,41.236000000000004
2005-01-27,41.24,42.4,41.14,42.31,8040836.0,-56.75105485232061,43.72742342368872,-23.16945606694591,,,,64.57042813381635,,0.9699999999999989,1.0112332695984703,1.6013853602665549,-2093137.0,,,,1.9299999999999997,1.0477959385834572,50.51218094446233,42.48771946168739,41.226,39.96428053831261,41.79454205276506,41.79454205276506,40.57733333333334,,41.53,41.226
2005-01-28,42.0,43.0,41.53,42.22,6152337.0,-58.64978902953587,43.37357538575149,-7.993504150126559,,,,63.58952942940197,,-0.09000000000000341,1.0139289145052834,1.5920006916760865,-8245474.0,,,,1.2800000000000011,1.0312652662432829,49.42914064746504,42.92093762512095,41.438,39.955062374879056,41.916101466260756,41.916101466260756,40.54666666666664,,41.95666666666667,41.438
2005-01-31,42.52,43.42,42.43,43.22,6361123.0,-37.55274261603376,48.372600596603085,35.022393958022484,,,,63.34248398291046,,1.0,1.0217494089834516,1.564000642270652,-1884351.0,,46.65563116914882,,1.8799999999999955,1.0454765360425737,60.672247945318055,43.60397872326215,42.006,40.40802127673785,42.28864390447197,42.28864390447197,41.46133333333332,42.05415789473689,42.583333333333336,42.006
2005-02-01,43.0,43.27,42.38,42.48,6765256.0,-53.16455696202536,45.19312865440174,18.43952112288439,,,,63.81754827615354,,-0.740000000000002,0.9971830985915492,1.51585773925132,-8649607.0,,36.66572428941001,,0.1699999999999946,1.0040179626565822,50.66899447851449,43.51597171347726,42.314,41.11202828652274,42.34331707462283,42.34331707462283,42.17666666666668,42.32826315789478,42.63999999999999,42.314
2005-02-02,43.1,43.59,40.86,41.88,27031780.0,-65.8227848101265,42.74013906360178,-13.451289703686973,,,,50.37003635785824,,-0.5999999999999943,0.9400673400673402,1.6025821864476544,-35681387.0,,-14.614320304393205,,-0.3399999999999963,0.9919469445760304,43.6644491575999,43.31072042848154,42.422,41.533279571518456,42.210940767587736,42.210940767587736,42.626666666666665,42.23900000000005,42.526666666666664,42.422
2005-02-03,34.9,35.89,34.53,35.75,60559720.0,-88.34765998089782,26.759475658804167,-317.100158068688,,,,31.520559922016634,,-6.130000000000003,0.8019291161956035,2.013112030272822,-96241107.0,,-405.4037343885259,,-7.469999999999999,0.8271633503007867,16.202997314315997,46.54202356401368,41.11,35.67797643598632,40.364957691134094,40.364957691134094,40.336666666666666,40.88500000000003,40.03666666666666,41.11
2005-02-04,35.64,35.98,35.19,35.72,17348794.0,-88.63419293218722,26.70684643727595,-195.4790434828102,,,,32.122676467909315,,-0.030000000000001137,0.8125568698817106,1.9257468852533346,-113589901.0,,-278.07696299456967,,-6.759999999999998,0.8408662900188324,16.1433718484985,46.51841859159078,39.809999999999995,33.10158140840921,39.03782692223864,39.03782692223864,38.15533333333334,39.53668421052633,37.78333333333333,39.809999999999995
2005-02-07,35.75,35.84,35.55,35.69,7118375.0,-88.63858961802158,26.650399840969097,-129.8682889374515,,,,31.53927023104118,,-0.030000000000001137,0.8425401322001889,1.808907822020954,-120708276.0,,-204.91327382248403,,-6.190000000000005,0.8521967526265519,16.072398000955033,44.64496017965742,38.303999999999995,31.963039820342573,38.08130494445617,38.08130494445617,36.11666666666667,38.41357894736841,35.72,38.303999999999995
2005-02-08,35.56,36.52,35.53,36.3,9604364.0,-80.46357615894044,29.894973025384015,-90.04864207539498,,,,35.94634311515105,,0.6099999999999994,0.8819241982507289,1.7504144061623148,-111103912.0,,-152.07515683426598,,0.5499999999999972,1.0153846153846153,24.2033929369327,41.901076039128746,37.068,32.23492396087125,37.57236067461155,37.57236067461155,34.783999999999956,37.461578947368395,35.90333333333333,37.068
2005-02-09,36.51,36.8,35.87,35.89,7960550.0,-84.98896247240619,28.96748291335236,-71.53958157713238,,,,41.021275367815555,,-0.4099999999999966,0.8888063397721644,1.6918133771507209,-119064462.0,,-123.03594014080603,,0.1700000000000017,1.0047592385218365,22.44920878581598,36.321309206644784,35.86999999999999,35.418690793355196,37.09168619615111,37.09168619615111,33.70333333333334,36.4918947368421,35.96,35.86999999999999
2005-02-10,36.11,36.11,35.53,35.78,8002375.0,-86.20309050772627,28.71012371321921,-66.60872588214832,,,,41.88607908178046,36.28777227717854,-0.10999999999999943,0.8739618954567661,1.6123981359256694,-127066837.0,,-111.044878137953,,0.09000000000000341,1.002521714766041,21.93732350049176,36.32152889917793,35.87599999999999,35.430471100822054,36.71691871153651,36.71691871153651,33.20066666666667,35.66742105263156,35.99,35.87599999999999
2005-02-11,35.63,35.95,35.0,35.78,7847476.0,-86.20309050772627,28.710123713219215,-61.1671521430312,,,,42.568007673250214,37.16165239967874,0.0,0.8655055636187711,1.5650839833595502,-127066837.0,,-99.5391840760862,,-0.519999999999996,0.9856749311294767,21.93732350049176,36.31907307965244,35.88799999999999,35.45692692034754,36.44922765109751,36.44922765109751,33.109333333333296,34.98063157894734,35.81666666666667,35.88799999999999
2005-02-14,35.61,36.63,35.5,36.03,6984707.0,-83.44370860927152,30.341373749425248,-44.491315136476324,,,,41.6128341963859,37.33211398921419,0.25,0.8515717324509572,1.5340065559767255,-120082130.0,,-78.04527719418606,,0.14000000000000057,1.0039008080245193,27.358182646685258,36.345994871760894,35.955999999999996,35.5660051282391,36.32944832221251,36.32944832221251,33.813999999999965,34.67731578947368,35.86333333333334,35.955999999999996
2005-02-15,36.22,36.45,35.75,36.14,5520246.0,-82.22958057395144,31.088547212487956,-37.290174421783426,,,,40.61851951232173,37.49039975092569,0.10999999999999943,0.8559924206537186,1.4744346591212454,-114561884.0,,-68.18705367426861,,0.35999999999999943,1.01006148686417,29.927434200158377,36.20757714999908,35.92399999999999,35.6404228500009,36.27532023015179,36.27532023015179,34.844666666666654,34.53399999999995,35.983333333333334,35.92399999999999
2005-02-16,36.0,36.35,35.58,35.66,5215509.0,-87.5275938189846,29.596704211035803,-39.25689051317178,,,,36.56467797594923,37.71172284619566,-0.480000000000004,0.8250809810273021,1.4241178977554423,-119777393.0,,-66.21760895170793,,-0.12000000000000455,0.9966461710452765,25.250877536520512,36.23406740934962,35.87799999999999,35.521932590650366,36.09951445010842,36.09951445010842,35.94599999999996,34.3561578947368,35.943333333333335,35.87799999999999
2005-02-17,35.76,35.85,35.25,35.69,5311881.0,-87.19646799117001,29.823366840543557,-51.90074680799825,,,,33.09465475113406,38.06466973334816,0.030000000000001137,0.8401600753295668,1.3652523336300537,-114465512.0,,-65.61502200401516,,-0.3400000000000034,0.9905634193727448,26.116769790075683,36.242204133940675,35.85999999999999,35.47779586605931,35.98251032150601,35.98251032150601,35.83933333333334,34.130105263157866,35.83,35.85999999999999
2005-02-18,35.52,35.75,35.1,35.31,4752273.0,-91.39072847682118,28.56871102528544,-111.00775193798373,-1.967100797845731,-1.8748027535352136,-0.09229804431051747,29.498252510753332,38.46090369922691,-0.37999999999999545,0.8431232091690545,1.314162881227907,-119217785.0,,-64.62647085651757,,-0.8299999999999983,0.9770337576092972,22.206693414593154,36.35558968783538,35.76599999999999,35.1764103121646,35.79036451536144,35.79036451536144,35.57666666666666,33.79442105263156,35.553333333333335,35.76599999999999
2005-02-22,35.0,35.39,34.51,34.72,6869677.0,-97.68722466960352,26.69117319998147,-205.2545155993415,-1.9882298189007273,-1.8974881666083163,-0.09074165229241093,29.719286678484245,39.09526023558123,-0.5900000000000034,0.9711888111888112,1.2831512468544852,-126087462.0,,-70.83328490230497,,-0.9399999999999977,0.9736399326977005,17.363317764856408,36.44876240399478,35.50399999999999,34.559237596005204,35.484546082401025,35.484546082401025,35.0973333333333,33.34278947368419,35.24,35.50399999999999
2005-02-23,34.97,34.97,33.2,34.14,10500368.0,-73.88888888888891,24.95491313330917,-238.4741861229865,-2.0283938118195906,-1.9236692956505712,-0.10472451616901934,33.710743470086605,40.19797691037264,-0.5799999999999983,0.9557670772676372,1.3179261577934505,-136587830.0,,-83.61405197305103,,-1.5499999999999972,0.9565704679181845,13.810122880812475,36.29453601373664,35.103999999999985,33.91346398626333,35.100390058857876,35.100390058857876,34.61333333333332,32.92936842105259,34.723333333333336,35.103999999999985
2005-02-24,33.81,34.85,33.66,34.69,8390119.0,-58.61111111111119,29.629640244803458,-135.66076294278017,-1.9928710847694688,-1.9375096534743508,-0.05536143129511806,56.818141014285715,41.22192810839323,0.5499999999999972,0.97198094704399,1.3087885750939188,-128197711.0,,-73.32860245575557,,-0.6200000000000045,0.9824412347776833,30.08970921826996,35.98547198941003,34.90999999999998,33.834528010589935,34.98313575632705,34.98313575632705,34.383999999999986,32.77963157894733,34.516666666666666,34.90999999999998
2005-02-25,34.68,35.23,34.48,34.99,5884177.0,-50.27777777777772,32.113685367056846,-60.08924144769488,-1.9183974828382446,-1.9336872193471295,0.015289736508884877,51.78559632353449,41.68788106429289,0.30000000000000426,0.9639118457300276,1.2688751054443532,-122313534.0,,-58.84238031849336,,0.2700000000000031,1.0077764976958525,37.78179931514643,35.542424753619,34.76999999999999,33.997575246380975,34.98509696880504,34.98509696880504,34.325333333333326,32.907210526315765,34.60666666666666,34.76999999999999
2005-02-28,34.74,35.66,34.66,35.18,8537987.0,-45.0,33.70969947749347,-19.42977824709641,-1.8230304444837202,-1.9115558643744477,0.08852541989072749,52.40606115531492,41.584347938704106,0.18999999999999773,0.9802173307327946,1.2496697407697563,-113775547.0,,-50.01675348015475,,1.0399999999999991,1.0304628002343292,42.58307635288697,35.447659008330085,34.743999999999986,34.040340991669886,35.040783549146454,35.040783549146454,34.39533333333333,33.17794736842097,34.953333333333326,34.743999999999986
2005-03-01,35.0,35.41,34.82,35.39,5882562.0,-39.166666666666636,35.514248305592076,-8.529741863076033,-1.7107852669183927,-1.8714017448832367,0.16061647796484402,50.47688648299831,41.48821003637166,0.21000000000000085,0.9891000558971492,1.2025504735719164,-107892985.0,,-49.70508317317258,41.954464805646275,0.7000000000000028,1.0201787258575958,47.91405347778156,35.7478873490314,34.877999999999986,34.00811265096857,35.140559677961754,35.140559677961754,34.65600000000001,33.71763157894735,35.18666666666666,34.877999999999986
2005-03-02,35.26,35.93,35.07,35.5,5007996.0,-32.944606413994244,36.48951225713443,32.25317415197934,-1.5945728313111545,-1.8160359621688202,0.22146313085766578,48.84071892512904,40.73260442568038,0.10999999999999943,0.9921743991056455,1.1780825826024939,-102884989.0,,-24.35638746976875,41.5652937537014,0.509999999999998,1.014575593026579,50.78621152381814,35.728411618143916,35.14999999999999,34.57158838185607,35.24325691282982,35.24325691282982,35.03266666666667,34.31726315789469,35.35666666666666,35.14999999999999
2005-03-03,35.51,35.96,35.4,35.65,5032573.0,-28.57142857142869,37.86941073317641,63.99026763990253,-1.4733856201509425,-1.7475058937652448,0.27412027361430225,56.01457619084903,39.992484114504855,0.14999999999999858,0.9894532334165972,1.1339338267023158,-97852416.0,,32.552083333332575,41.17816458951646,0.46999999999999886,1.0133598635588401,54.85940356406695,35.8087161878519,35.34199999999999,34.87528381214808,35.35946922344987,35.35946922344987,35.383999999999986,34.98763157894734,35.51333333333333,35.34199999999999
2005-03-04,35.81,36.31,35.7,35.85,5537626.0,-22.740524781341144,39.74911084556059,110.52631578947451,-1.3456932396675754,-1.6671433629457109,0.3214501232781355,63.75716323865783,38.847349248210946,0.20000000000000284,0.9919756502490316,1.1000814105092935,-92314790.0,,70.35252153455149,40.60364987145528,0.46000000000000085,1.0129980220401245,60.13809332927883,35.96877027167958,35.51399999999999,35.059229728320396,35.499620873892766,35.499620873892766,35.824,35.086578947368395,35.666666666666664,35.51399999999999
2005-03-07,35.81,36.4,35.81,36.32,3598083.0,-4.000000000000078,44.034186200911655,132.386587771203,-1.1928209388368174,-1.572278878123932,0.3794579392871147,62.301625367888455,37.665066302305284,0.46999999999999886,1.018508132361189,1.0636470240443436,-88716707.0,,95.56586002028699,40.00407949137771,0.8200000000000003,1.0230985915492958,70.02340308011,36.39724346620593,35.74199999999998,35.08675653379404,35.7340149099234,35.7340149099234,36.34,35.27447368421053,35.94,35.74199999999998
2005-03-08,36.32,36.43,35.75,35.83,4792885.0,-18.575851393188916,40.77803750216809,96.02649006622515,-1.0985441112476266,-1.477531924748671,0.37898781350104427,56.2178297418736,36.62025077334083,-0.490000000000002,1.0039226674138415,1.0362436651840334,-93509592.0,,66.41268049480344,39.455142439817465,0.17999999999999972,1.0050490883590464,53.442783586967465,36.382666264579825,35.829999999999984,35.27733373542014,35.761439221373855,35.761439221373855,36.435333333333325,35.35142105263161,35.99999999999999,35.829999999999984
2005-03-09,35.82,36.5,34.9,35.4,7397188.0,-33.3333333333334,38.11448437926246,38.877043354654674,-1.0464634729797737,-1.3913182343948916,0.34485476141511784,54.824681443324316,36.34930847837041,-0.4299999999999997,1.0025488530161426,1.0765119748137455,-100906780.0,,13.747479218927017,39.21555426472417,-0.45000000000000284,0.9874476987447698,42.77643547374153,36.41385428706296,35.80999999999999,35.206145712937015,35.6581708724099,35.6581708724099,36.12999999999998,35.410789473684204,35.849999999999994,35.80999999999999
2005-03-10,35.25,35.71,34.57,34.91,5872177.0,-48.18181818181832,35.28602414819984,-32.801905809053274,-1.0328223635336755,-1.3196190602226483,0.2867966966889728,54.52691010540136,36.34000118915459,-0.490000000000002,1.0054723502304146,1.081046833755621,-106778957.0,,-57.31478741244879,39.09066388915968,-1.4100000000000037,0.9611784140969162,33.60496452409246,36.613075181047485,35.661999999999985,34.710924818952485,35.44440776600707,35.44440776600707,35.69133333333331,35.33889473684215,35.379999999999995,35.661999999999985
2005-03-11,34.81,34.87,34.05,34.75,8010280.0,-53.030303030303074,34.38862948630184,-113.09170132699586,-1.023128361961561,-1.2603209205704309,0.2371925586088699,52.67810374750832,36.69093113752302,-0.1599999999999966,1.017867603983597,1.065257774201648,-114789237.0,,-114.60666413976018,39.128859166081284,-1.0799999999999983,0.969857661177784,31.000556408958253,36.603061583209225,35.441999999999986,34.28093841679075,35.2460055471479,35.2460055471479,35.254,35.23773684210528,35.019999999999996,35.441999999999986
2005-03-14,34.66,34.75,34.0,34.6,5433688.0,-57.57575757575758,33.5277523870205,-130.05595523581144,-1.0158395759781556,-1.2114246516519758,0.19558507567382022,53.55353451085344,37.050811737539995,-0.14999999999999858,0.9974055923897378,1.042739361758673,-120222925.0,,-111.62800510564739,39.18015708475078,-0.7999999999999972,0.9774011299435029,28.51443206032238,36.00639638925179,35.097999999999985,34.18960361074818,35.06143253367707,35.06143253367707,34.82333333333336,35.12284210526314,34.75333333333333,35.097999999999985
2005-03-15,34.55,34.85,33.9,34.18,5072672.0,-81.69014084507033,31.174500047355462,-129.3947606142724,-1.0320567427891234,-1.1755510698794054,0.14349432709028198,56.87483938526676,37.38498658041289,-0.4200000000000017,0.9768505287224921,1.0361151216330537,-125295597.0,,-115.03589743589698,39.228890107486805,-0.7299999999999969,0.9790890862217131,22.46187775294326,35.56493412526035,34.76799999999999,33.97106587473962,34.80959466691219,34.80959466691219,34.31933333333334,34.971526315789504,34.51,34.76799999999999
2005-03-16,34.18,34.44,33.6,33.87,5372731.0,-90.68965517241394,29.527161557390848,-134.4217687074837,-1.057730514589295,-1.1519869588213834,0.09425644423208834,48.89786820074066,37.91754594299995,-0.3100000000000023,0.9627629334849346,1.0221068986592639,-130668328.0,,-138.71973860092126,39.37130376819224,-0.8800000000000026,0.9746762589928056,18.90723720040602,35.227600417976774,34.46199999999998,33.69639958202319,34.541139047794424,34.541139047794424,33.80133333333335,34.800157894736834,34.21666666666667,34.46199999999998
2005-03-17,33.63,34.44,33.58,33.97,4909052.0,-86.64383561643834,30.797524935692078,-103.54499415660297,-1.0578141760898347,-1.1331524022750736,0.07533822618523889,48.20158681507238,38.427112312528564,0.10000000000000142,0.9598756710935292,1.0105278344693163,-125759276.0,,-119.62883654532547,39.51311047061214,-0.6300000000000026,0.9817919075144508,23.588143376052965,34.96527129262386,34.27399999999999,33.58272870737611,34.3779564627103,34.3779564627103,33.471999999999994,34.62905263157893,34.00666666666667,34.27399999999999
2005-03-18,34.1,34.28,33.65,34.16,5294963.0,-80.13698630136993,33.2592282488263,-83.17552804078656,-1.0306681652872385,-1.1126555548775066,0.08198738959026808,45.90082630829255,38.90028108423371,0.18999999999999773,0.9622535211267604,0.9833472748643652,-120464313.0,,-102.81058317312024,39.64782683791104,-0.020000000000003126,0.9994148624926857,32.474983826600806,34.6572943247293,34.155999999999985,33.65470567527067,34.315683187650215,34.315683187650215,33.384,34.526105263157895,34.0,34.155999999999985
2005-03-21,34.2,34.63,33.54,33.67,6085309.0,-95.60810810810803,30.268780809738118,-77.40457094614962,-1.036742736136631,-1.0974729911293315,0.06073025499270046,38.24652952914667,38.5943392222535,-0.4899999999999949,0.944460028050491,0.9909653266597679,-126549622.0,,-100.20276822709968,39.47867232649196,-0.19999999999999574,0.9940950693829349,23.880005605545815,34.34968407921084,33.969999999999985,33.59031592078913,34.13120227689301,34.13120227689301,33.33799999999999,34.30531578947367,33.93333333333333,33.969999999999985
2005-03-22,33.72,33.94,33.07,33.15,5523102.0,-97.66763848396506,27.448251380892643,-113.88036809815961,-1.0711687647378767,-1.0922121458510405,0.02104338111316384,31.590878977027653,38.75031275192622,-0.5200000000000031,0.9246861924686192,0.98232494618407,-132072724.0,,-135.58867597192648,39.495718689151985,-0.8200000000000003,0.9758610538710627,17.860322354158523,34.45469240621782,33.76399999999998,33.07330759378214,33.850858769209296,33.850858769209296,33.12999999999999,33.93810526315789,33.66,33.76399999999998
2005-03-23,33.01,33.84,32.82,33.18,6337154.0,-90.21739130434784,27.865869279719753,-117.33412147184887,-1.0835405106250278,-1.090477818805838,0.0069373081808101755,24.67888833123104,39.111780626695904,0.030000000000001137,0.913546255506608,0.9850160214566366,-125735570.0,,-133.95917150946144,39.603036461344445,-0.9799999999999969,0.9713114754098362,19.269213870562247,34.44131343666529,33.62599999999998,32.81068656333468,33.659184835149496,33.659184835149496,32.998000000000005,33.53452631578944,33.333333333333336,33.62599999999998
2005-03-24,33.37,33.88,32.87,32.88,5344247.0,-98.36956521739124,26.239315579303952,-116.40866873064986,-1.1048170578514274,-1.093345666614956,-0.011471391236471451,17.5525425277114,39.357577566699355,-0.29999999999999716,0.9176667596985767,0.9868005913525915,-131079817.0,,-124.92927620230464,39.66905020287037,-0.7899999999999991,0.9765369765369766,15.980059869435886,34.31639638925279,33.40799999999998,32.49960361074717,33.43656059653536,33.43656059653536,32.76333333333332,33.14978947368416,33.07,33.40799999999998
2005-03-28,33.02,33.65,33.02,33.39,4309558.0,-84.51086956521738,33.36063202590094,-92.4373288392678,-1.0682124488937461,-1.088319023070714,0.02010657417696793,17.962029439097186,39.585817582416844,0.509999999999998,0.9432203389830509,0.971314834827406,-126770259.0,,-100.24838356128856,39.731763257320004,0.240000000000002,1.0072398190045249,37.68071482263504,33.781423928170746,33.253999999999984,32.72657607182922,33.42325756895383,33.42325756895383,32.82533333333331,32.93036842105259,33.15,33.253999999999984
2005-03-29,33.36,34.15,33.23,33.43,6137259.0,-83.42391304347827,33.89966275078105,-40.09367681498861,-1.0241693797799698,-1.0754890944125652,0.05131971463259544,25.198823598724314,38.65186933014677,0.03999999999999915,0.9576052706960757,0.9676494894825913,-120633000.0,,-73.84615384615427,39.32862949978467,0.25,1.0075346594333936,39.15966363042139,33.600076134785105,33.20599999999998,32.81192386521486,33.42518397782416,33.42518397782416,32.954000000000036,32.76621052631573,33.23333333333334,33.20599999999998
2005-03-30,33.51,34.52,33.51,34.32,5349775.0,-48.0968858131488,44.63121084363242,57.055837563451114,-0.9069941047788106,-1.0417900964858142,0.13479599170700363,32.753933399561944,37.04091413930102,0.8900000000000006,0.9876258992805755,0.9763888116624065,-115283225.0,,-30.93040986407978,38.62528125975745,1.4399999999999977,1.0437956204379562,62.7577854092401,34.402579866819956,33.43999999999998,32.47742013318001,33.68084569844583,33.68084569844583,33.404666666666664,32.83199999999998,33.71333333333334,33.43999999999998
2005-03-31,34.46,34.55,34.0,34.27,3554676.0,-29.26829268292659,44.197083645584314,91.45108338804961,-0.8088426032277098,-0.9952005978341933,0.1863579946064835,38.495892184198134,35.485857084656395,-0.04999999999999716,0.9904624277456648,0.9459324679722344,-118837901.0,,-14.71002252252292,37.93119542703267,0.8800000000000026,1.026355196166517,61.15857921621974,34.76863225237198,33.65799999999998,32.54736774762798,33.84917549888988,33.84917549888988,33.743333333333325,32.91742105263162,34.00666666666667,33.65799999999998
2005-04-01,34.49,34.71,33.78,34.01,5025134.0,-41.37931034482773,41.91398185889349,75.67567567567514,-0.7434664398674187,-0.9448537662408384,0.20138732637341972,40.11698336034779,34.3647180730977,-0.2600000000000051,0.9950263311878291,0.9447944345456463,-123863035.0,,-19.051147854816573,37.38823654513182,0.5799999999999983,1.0173496859108584,52.76799775322255,34.686555917060076,33.88399999999998,33.08144408293988,33.895125356349915,33.895125356349915,33.977999999999994,32.98763157894733,34.199999999999996,33.88399999999998
2005-04-04,33.98,35.18,33.81,35.0,7347786.0,-7.627118644067786,52.06734030604858,141.2322274881515,-0.6047988880624331,-0.8768427906051574,0.27204390254272426,48.995423227887144,32.388341185536895,0.990000000000002,1.0333628579864187,0.9751662606495285,-116515249.0,,37.260245257310416,36.45910916722892,0.6799999999999997,1.0198135198135199,70.96756923090842,35.22113348876271,34.20599999999998,33.19086651123725,34.21080382596423,34.21080382596423,34.65666666666665,33.304894736842094,34.42666666666667,34.20599999999998
2005-04-05,35.07,35.34,34.99,35.28,4939470.0,-2.3809523809524684,54.49031809171031,178.02926829268367,-0.46692774191251374,-0.7948597808666287,0.32793203895411493,55.78146488622935,30.25948569968384,0.28000000000000114,1.0385634383279365,0.9305115277459909,-111575779.0,,108.69669496810074,35.44111851010841,1.009999999999998,1.0294718412605777,74.32522066058853,35.53721589666853,34.57599999999998,33.61478410333143,34.516288447117304,34.516288447117304,35.2606666666667,33.74599999999999,34.76333333333333,34.57599999999998
2005-04-06,35.12,35.2,34.62,34.82,5301976.0,-20.634920634920732,50.017092216539574,107.06864247998588,-0.3902830804912085,-0.7139444407915446,0.3236613603003361,55.72882931897807,28.89192423213485,-0.46000000000000085,1.019320843091335,0.9111892757641347,-116877755.0,,87.24788968361253,34.6944261541582,0.8100000000000023,1.0238165245516024,60.52546516626101,35.613622525330804,34.67599999999998,33.73837747466916,34.60306317651236,34.60306317651236,35.434666666666665,34.054789473684224,35.03333333333333,34.67599999999998
2005-04-07,34.62,34.92,34.5,34.9,3826301.0,-17.46031746031763,50.77394833666445,78.6839012925967,-0.31940440752020294,-0.6350364341372763,0.31563202661707335,49.88260125551095,27.810441908683195,0.0799999999999983,1.0365310365310365,0.876104327495268,-113051454.0,,86.33262761703095,34.05510199764524,-0.10000000000000142,0.9971428571428571,61.99796560351576,35.65282548152229,34.80199999999998,33.951174518477664,34.6879022689374,34.6879022689374,35.53733333333334,34.34573684210526,35.0,34.80199999999998
